	width	WT_1	WT_2	WT_3	WT_4	TG_1	TG_2	TG_3	TG_4
ENSMUSG00000073063	725	0	0	0	0	0	0	0	0
ENSMUSG00000073067	5566	0	0	0	0	0	0	0	0
ENSMUSG00000073069	1655	0	2	0	2	0	0	0	0
ENSMUSG00000073073	1499	0	2	0	0	0	0	0	0
ENSMUSG00000073077	9839	0	0	0	0	1	1	0	0
ENSMUSG00000073079	1515	1494	1423	1438	1453	2313	2825	1833	2033
ENSMUSG00000073085	1141	0	0	0	0	0	0	0	0
ENSMUSG00000073094	806	0	0	0	0	0	0	2	1
ENSMUSG00000073096	2913	262	328	253	386	462	593	356	407
ENSMUSG00000073102	2683	92	71	44	59	1	2	0	7
ENSMUSG00000073103	2466	0	0	0	0	0	0	0	0
ENSMUSG00000073110	1050	0	0	0	0	0	0	0	0
ENSMUSG00000073111	927	0	0	0	0	0	0	0	0
ENSMUSG00000073116	2967	0	0	0	0	0	0	0	0
ENSMUSG00000073117	2995	0	0	0	0	0	0	0	0
ENSMUSG00000073119	2980	0	0	0	0	0	0	0	0
ENSMUSG00000073125	3780	36	52	79	210	152	49	119	46
ENSMUSG00000073130	2305	13	14	14	11	3	7	5	6
ENSMUSG00000073131	7303	634	606	387	420	591	530	552	550
ENSMUSG00000073139	2513	277	256	251	285	316	392	312	307
ENSMUSG00000073141	840	0	0	0	0	0	1	0	0
ENSMUSG00000073144	880	0	1	1	0	1	3	4	1
ENSMUSG00000073145	629	1	0	3	0	0	0	0	0
ENSMUSG00000073147	5142	178	222	190	200	443	571	320	272
ENSMUSG00000073152	1796	0	0	0	0	0	0	0	0
ENSMUSG00000073154	9180	0	0	0	0	0	0	0	0
ENSMUSG00000073155	2784	457	576	547	634	558	620	410	501
ENSMUSG00000073158	468	0	0	0	0	1	0	1	0
ENSMUSG00000073164	4122	1	10	1	5	14	11	6	8
ENSMUSG00000073173	165	0	0	0	0	0	0	0	0
ENSMUSG00000073174	883	0	1	0	0	1	0	1	1
ENSMUSG00000073176	3738	44	53	63	47	103	96	81	103
ENSMUSG00000073177	951	0	0	0	0	0	0	0	0
ENSMUSG00000073179	396	2	6	3	8	14	15	6	10
ENSMUSG00000073184	318	0	0	0	0	0	0	0	0
ENSMUSG00000073197	1251	0	0	0	1	0	0	0	0
ENSMUSG00000073198	1203	274	298	226	245	436	456	341	365
ENSMUSG00000073207	1536	0	0	0	0	0	0	0	0
ENSMUSG00000073208	1194	0	0	0	0	0	0	0	0
ENSMUSG00000073209	3056	0	2	0	1	0	0	0	0
ENSMUSG00000073226	2428	0	0	1	0	1	0	1	0
ENSMUSG00000073233	1265	335	412	440	512	531	585	435	434
ENSMUSG00000073234	2011	0	0	0	1	0	0	0	0
ENSMUSG00000073236	2147	76	80	68	76	68	64	64	76
ENSMUSG00000073242	1385	1	0	0	0	0	0	0	0
ENSMUSG00000073243	817	0	0	0	0	0	0	0	0
ENSMUSG00000073245	928	0	0	0	0	0	0	0	0
ENSMUSG00000073247	924	0	0	0	0	0	0	0	0
ENSMUSG00000073255	864	0	0	0	0	0	0	0	0
ENSMUSG00000073257	874	0	0	0	0	0	0	0	0
ENSMUSG00000073267	1131	0	0	0	0	0	0	0	0
ENSMUSG00000073274	7009	2	2	0	0	1	1	2	1
ENSMUSG00000073290	360	0	0	0	0	0	0	0	0
ENSMUSG00000073291	117	0	0	0	0	0	0	0	0
ENSMUSG00000073293	1775	4	1	1	1	0	0	0	0
ENSMUSG00000073294	2201	0	0	0	0	0	0	0	0
ENSMUSG00000073295	3036	2	4	3	1	1	1	1	0
ENSMUSG00000073367	612	0	0	0	0	0	0	0	0
ENSMUSG00000073371	288	7	9	16	6	14	7	8	9
ENSMUSG00000073374	4231	111	100	61	58	86	132	134	83
ENSMUSG00000073375	1759	0	0	0	0	0	0	0	0
ENSMUSG00000073377	1185	0	0	0	0	0	0	0	0
ENSMUSG00000073380	1054	0	0	2	1	0	0	0	0
ENSMUSG00000073386	3639	0	0	0	0	0	0	0	0
ENSMUSG00000073388	1190	0	1	2	0	0	3	0	2
ENSMUSG00000073394	792	1	1	0	1	5	1	4	3
ENSMUSG00000073396	1049	0	0	0	0	0	0	0	0
ENSMUSG00000073399	2398	0	0	0	0	0	0	0	0
ENSMUSG00000073400	2245	0	1	2	1	1	0	0	0
ENSMUSG00000073402	1544	33	25	33	39	74	97	69	74
ENSMUSG00000073403	1762	40	35	67	59	65	117	64	69
ENSMUSG00000073405	1067	122	180	152	214	668	873	524	558
ENSMUSG00000073406	1682	7	4	9	7	129	261	139	197
ENSMUSG00000073407	1633	3	2	2	1	16	18	13	10
ENSMUSG00000073408	2611	0	0	2	0	0	0	1	0
ENSMUSG00000073409	2085	128	120	94	123	491	588	428	298
ENSMUSG00000073411	2579	1613	2607	2256	2854	4626	5576	3674	2870
ENSMUSG00000073412	415	4	1	6	1	6	6	2	4
ENSMUSG00000073413	1172	0	0	0	0	0	0	0	0
ENSMUSG00000073414	2382	0	0	0	0	0	0	0	0
ENSMUSG00000073415	2200	73	71	62	88	60	84	60	60
ENSMUSG00000073418	5695	3	6	1	9	6	7	5	5
ENSMUSG00000073420	2129	0	0	0	0	0	0	0	0
ENSMUSG00000073421	1637	102	106	106	121	171	187	124	140
ENSMUSG00000073422	1533	372	469	456	517	519	571	374	404
ENSMUSG00000073423	1966	258	388	337	505	629	816	494	459
ENSMUSG00000073424	2282	0	1	1	0	3	4	3	4
ENSMUSG00000073427	2645	44	31	29	27	33	41	33	19
ENSMUSG00000073430	1587	2	0	0	2	7	6	7	5
ENSMUSG00000073433	3252	2	4	3	4	0	0	0	0
ENSMUSG00000073434	8466	1223	1887	1805	2008	1597	2149	1406	1306
ENSMUSG00000073435	876	86	189	177	198	145	168	105	125
ENSMUSG00000073436	6000	249	302	280	363	575	636	430	456
ENSMUSG00000073437	3749	190	151	159	168	391	548	334	412
ENSMUSG00000073448	259	11	17	7	9	33	56	32	34
ENSMUSG00000073457	2306	0	0	0	0	0	0	0	0
ENSMUSG00000073458	1787	0	0	0	0	0	0	0	0
ENSMUSG00000073460	1689	16	27	18	16	15	28	10	20
ENSMUSG00000073468	3580	215	225	177	177	365	379	307	336
ENSMUSG00000073471	2189	76	85	91	121	91	98	66	71
ENSMUSG00000073478	1687	8	9	11	11	6	15	15	5
ENSMUSG00000073481	6629	727	970	910	905	1170	1316	904	981
ENSMUSG00000073482	758	1	0	0	2	2	3	1	1
ENSMUSG00000073485	3044	12	10	10	22	33	66	32	53
ENSMUSG00000073486	1301	0	0	1	1	0	0	0	0
ENSMUSG00000073489	3561	62	62	58	64	711	678	501	909
ENSMUSG00000073490	3481	1	0	0	1	8	13	9	18
ENSMUSG00000073491	6839	5	28	5	8	254	313	217	195
ENSMUSG00000073492	2574	59	54	40	56	165	202	137	115
ENSMUSG00000073494	2542	0	0	0	0	0	0	0	0
ENSMUSG00000073497	2043	0	0	0	0	0	0	0	0
ENSMUSG00000073510	1389	0	0	0	0	0	0	0	0
ENSMUSG00000073514	5146	0	0	0	0	0	0	0	0
ENSMUSG00000073528	1252	0	0	0	0	0	0	0	0
ENSMUSG00000073529	2934	0	0	0	1	0	1	2	0
ENSMUSG00000073530	10294	0	0	0	0	0	0	0	0
ENSMUSG00000073532	1252	0	0	0	0	0	0	0	0
ENSMUSG00000073535	2206	0	0	0	0	0	0	0	1
ENSMUSG00000073538	2287	62	56	50	46	33	24	20	15
ENSMUSG00000073542	3979	929	1052	974	856	1024	1152	871	1047
ENSMUSG00000073551	796	0	2	0	3	1	1	3	0
ENSMUSG00000073554	639	182	254	215	263	188	188	155	171
ENSMUSG00000073555	2645	0	1	0	0	36	32	20	36
ENSMUSG00000073557	14983	991	1240	1081	893	1845	2026	1674	1575
ENSMUSG00000073559	432	32	28	26	23	13	13	4	6
ENSMUSG00000073563	4394	686	705	598	563	702	818	631	697
ENSMUSG00000073565	2224	0	0	0	0	0	0	0	0
ENSMUSG00000073568	2169	0	1	0	0	0	0	0	0
ENSMUSG00000073569	276	148	200	201	201	183	220	154	165
ENSMUSG00000073572	273	0	0	0	0	0	0	0	0
ENSMUSG00000073573	2484	0	0	0	0	0	0	0	0
ENSMUSG00000073574	1120	0	0	0	0	0	0	0	0
ENSMUSG00000073590	6292	1	0	0	2	3	3	4	7
ENSMUSG00000073591	6609	1	1	0	3	1	1	2	5
ENSMUSG00000073594	4969	0	0	0	0	0	0	0	0
ENSMUSG00000073598	2837	44	24	26	57	33	57	55	52
ENSMUSG00000073599	1680	1	1	1	0	0	0	0	1
ENSMUSG00000073600	4888	127	137	125	150	165	151	116	122
ENSMUSG00000073601	1659	0	0	0	0	0	0	0	0
ENSMUSG00000073602	1688	0	0	0	0	0	0	0	0
ENSMUSG00000073607	2629	13	27	25	17	53	72	50	65
ENSMUSG00000073608	9667	2	2	2	1	1	0	1	3
ENSMUSG00000073609	4281	326	401	327	344	440	526	338	409
ENSMUSG00000073610	450	0	0	0	0	0	0	0	0
ENSMUSG00000073616	1499	477	562	602	571	473	543	439	391
ENSMUSG00000073627	6437	148	191	134	164	149	160	125	156
ENSMUSG00000073628	1056	0	0	0	1	0	0	0	0
ENSMUSG00000073631	372	0	0	0	0	0	0	1	1
ENSMUSG00000073633	2148	40	39	62	53	20	27	17	12
ENSMUSG00000073639	2257	838	911	646	665	1189	1252	1155	1085
ENSMUSG00000073640	475	469	1079	1019	1226	324	500	299	204
ENSMUSG00000073643	6488	238	200	287	248	228	307	148	168
ENSMUSG00000073647	750	1162	1029	1166	1086	1062	1521	1001	1164
ENSMUSG00000073650	2211	1	1	1	0	1	0	0	1
ENSMUSG00000073652	2091	0	0	0	0	0	0	0	0
ENSMUSG00000073656	1661	0	0	0	0	0	0	0	0
ENSMUSG00000073658	634	0	0	0	0	0	0	0	0
ENSMUSG00000073664	28441	428	386	320	239	889	819	747	868
ENSMUSG00000073676	1474	1984	2601	3284	2503	593	833	524	524
ENSMUSG00000073678	16611	49	58	35	28	107	99	80	94
ENSMUSG00000073679	687	0	0	0	0	0	0	0	0
ENSMUSG00000073680	3471	0	0	0	0	0	0	0	0
ENSMUSG00000073682	237	0	0	0	0	0	0	0	0
ENSMUSG00000073684	1743	264	328	281	333	445	515	367	337
ENSMUSG00000073686	3113	0	0	0	0	0	0	0	0
ENSMUSG00000073699	884	0	0	0	0	0	0	0	0
ENSMUSG00000073700	3986	739	1061	1075	1016	482	513	313	301
ENSMUSG00000073702	1662	770	811	915	793	361	473	296	408
ENSMUSG00000073705	1909	360	516	527	544	308	401	289	261
ENSMUSG00000073716	780	11	26	15	16	12	11	14	17
ENSMUSG00000073721	1434	0	0	0	0	0	0	0	0
ENSMUSG00000073722	4318	0	0	0	0	0	0	0	0
ENSMUSG00000073723	2338	0	0	0	0	0	0	0	0
ENSMUSG00000073724	2490	1	0	0	0	0	0	0	0
ENSMUSG00000073725	5960	289	301	273	245	637	739	471	497
ENSMUSG00000073728	3562	0	0	0	0	0	0	0	0
ENSMUSG00000073730	1781	1	0	1	1	0	0	0	0
ENSMUSG00000073731	944	0	0	0	0	0	0	0	0
ENSMUSG00000073733	1879	23	28	26	26	14	27	18	13
ENSMUSG00000073735	258	0	0	0	0	0	0	0	0
ENSMUSG00000073737	996	2	2	2	1	2	3	0	1
ENSMUSG00000073739	2324	1	0	0	0	1	2	1	1
ENSMUSG00000073747	2338	0	0	0	0	0	0	0	0
ENSMUSG00000073752	513	1	0	0	0	1	0	0	1
ENSMUSG00000073753	1638	8	7	15	10	8	9	3	3
ENSMUSG00000073755	2891	0	0	4	0	0	0	0	0
ENSMUSG00000073758	2717	18	30	26	30	22	16	15	22
ENSMUSG00000073759	969	0	0	0	0	0	0	0	0
ENSMUSG00000073761	2183	0	0	0	0	0	0	0	0
ENSMUSG00000073764	1181	0	0	0	0	0	0	0	0
ENSMUSG00000073765	536	0	0	0	0	0	0	0	0
ENSMUSG00000073768	948	0	0	0	0	0	0	0	0
ENSMUSG00000073769	1174	0	0	0	0	0	0	0	0
ENSMUSG00000073770	1176	0	0	0	0	0	0	0	0
ENSMUSG00000073771	3883	209	215	202	257	118	164	102	103
ENSMUSG00000073774	2521	0	4	3	1	2	0	1	2
ENSMUSG00000073775	1629	703	976	1075	1113	480	606	378	363
ENSMUSG00000073778	1053	0	0	0	0	0	0	0	0
ENSMUSG00000073779	3221	0	0	0	0	0	0	0	0
ENSMUSG00000073781	1194	0	0	0	0	0	0	0	0
ENSMUSG00000073785	1177	0	0	0	0	0	0	0	0
ENSMUSG00000073786	732	0	0	0	0	0	0	0	0
ENSMUSG00000073787	2033	0	0	0	2	5	7	3	1
ENSMUSG00000073789	399	0	0	0	0	0	0	0	0
ENSMUSG00000073791	2252	193	92	115	215	166	237	126	135
ENSMUSG00000073792	8544	174	147	124	145	154	202	173	164
ENSMUSG00000073794	2264	0	0	0	0	0	0	0	0
ENSMUSG00000073795	1927	0	0	0	1	0	0	2	0
ENSMUSG00000073797	258	2	2	6	3	0	0	2	3
ENSMUSG00000073802	1393	0	0	0	1	0	0	0	0
ENSMUSG00000073803	3203	0	0	0	0	0	0	0	0
ENSMUSG00000073804	840	0	0	0	0	0	0	0	0
ENSMUSG00000073805	4619	0	0	0	0	0	0	0	0
ENSMUSG00000073807	231	0	0	0	0	0	0	1	1
ENSMUSG00000073809	396	0	0	0	0	1	2	1	1
ENSMUSG00000073811	797	0	0	0	0	0	0	0	0
ENSMUSG00000073821	4083	0	0	0	0	0	0	0	0
ENSMUSG00000073830	1382	0	0	0	0	0	0	0	0
ENSMUSG00000073834	1576	0	0	0	0	0	0	0	0
ENSMUSG00000073835	549	0	0	0	0	0	0	0	0
ENSMUSG00000073838	2125	1208	1592	1780	1764	864	984	688	706
ENSMUSG00000073840	533	0	0	0	0	0	0	0	0
ENSMUSG00000073842	1033	0	0	0	0	0	0	0	0
ENSMUSG00000073843	647	0	1	1	0	3	4	2	3
ENSMUSG00000073844	438	0	0	0	0	0	0	0	0
ENSMUSG00000073846	615	0	0	0	0	0	0	0	0
ENSMUSG00000073856	6423	18	17	17	12	6	26	21	15
ENSMUSG00000073860	976	0	0	0	0	0	0	0	0
ENSMUSG00000073862	486	0	0	0	0	0	0	0	0
ENSMUSG00000073867	3339	3	4	5	4	8	9	5	10
ENSMUSG00000073876	3916	1	8	5	5	21	15	15	5
ENSMUSG00000073877	1090	0	0	0	0	0	0	0	0
ENSMUSG00000073878	837	0	0	0	0	0	0	0	0
ENSMUSG00000073879	2324	0	0	0	0	0	0	0	0
ENSMUSG00000073888	2377	34	42	42	44	192	186	122	168
ENSMUSG00000073889	4471	90	166	118	103	235	234	155	131
ENSMUSG00000073893	933	0	0	0	0	0	0	0	0
ENSMUSG00000073894	1472	0	0	0	0	0	0	0	0
ENSMUSG00000073896	1104	0	0	0	0	0	0	0	0
ENSMUSG00000073897	948	0	0	0	0	0	0	0	0
ENSMUSG00000073898	975	0	0	0	0	0	0	0	0
ENSMUSG00000073899	1346	0	0	0	0	0	0	0	0
ENSMUSG00000073900	948	0	0	0	0	0	0	0	0
ENSMUSG00000073901	984	1	0	0	0	0	0	0	0
ENSMUSG00000073902	7293	82	69	45	64	185	162	114	167
ENSMUSG00000073906	1126	0	0	0	0	0	0	0	0
ENSMUSG00000073907	1076	0	0	0	0	0	0	0	0
ENSMUSG00000073908	915	0	0	0	0	0	0	0	0
ENSMUSG00000073909	966	0	0	0	0	0	0	0	0
ENSMUSG00000073910	6200	124	152	148	116	242	225	166	174
ENSMUSG00000073913	942	0	0	0	0	0	0	0	0
ENSMUSG00000073914	939	0	0	0	0	0	0	0	0
ENSMUSG00000073915	954	0	0	0	0	0	0	0	0
ENSMUSG00000073916	954	0	0	0	0	0	0	0	0
ENSMUSG00000073917	951	0	0	0	0	0	0	0	0
ENSMUSG00000073919	957	0	0	0	0	0	0	0	0
ENSMUSG00000073920	964	0	0	0	0	0	0	0	0
ENSMUSG00000073922	969	0	0	0	0	0	0	0	0
ENSMUSG00000073923	961	0	0	0	0	0	0	0	0
ENSMUSG00000073924	991	0	0	0	0	0	0	0	0
ENSMUSG00000073925	1026	0	0	0	0	0	0	0	0
ENSMUSG00000073926	1046	0	0	0	0	0	0	0	0
ENSMUSG00000073927	1061	0	0	0	0	0	0	0	0
ENSMUSG00000073928	942	0	0	0	0	0	0	0	0
ENSMUSG00000073929	1890	0	0	0	0	0	1	0	0
ENSMUSG00000073931	939	0	0	0	0	0	0	0	0
ENSMUSG00000073932	939	0	0	0	0	0	0	0	0
ENSMUSG00000073937	939	0	0	0	0	0	0	0	0
ENSMUSG00000073938	954	0	0	0	0	0	0	0	0
ENSMUSG00000073940	703	20	12	15	0	22	31	6	31
ENSMUSG00000073943	966	0	0	0	0	0	0	0	0
ENSMUSG00000073944	963	0	0	0	0	0	0	0	0
ENSMUSG00000073945	957	0	0	0	0	0	0	0	0
ENSMUSG00000073946	957	0	0	0	0	0	0	0	0
ENSMUSG00000073947	942	0	0	0	0	0	0	0	0
ENSMUSG00000073948	951	0	0	0	0	0	0	0	0
ENSMUSG00000073949	960	0	0	0	0	0	0	0	0
ENSMUSG00000073950	948	0	0	0	0	0	0	0	0
ENSMUSG00000073951	960	0	0	0	0	0	0	0	0
ENSMUSG00000073952	960	0	0	0	0	0	0	0	0
ENSMUSG00000073953	939	0	0	0	0	0	0	0	0
ENSMUSG00000073954	936	0	0	0	0	0	0	0	0
ENSMUSG00000073955	984	0	0	0	0	0	0	0	0
ENSMUSG00000073956	1142	0	0	0	0	0	0	0	0
ENSMUSG00000073959	960	0	0	0	0	0	0	0	0
ENSMUSG00000073960	960	0	0	0	0	0	0	0	0
ENSMUSG00000073961	960	0	0	0	0	0	0	0	0
ENSMUSG00000073962	948	0	0	0	0	0	0	0	0
ENSMUSG00000073963	957	0	0	0	0	0	0	0	0
ENSMUSG00000073964	1045	0	0	0	0	0	0	0	0
ENSMUSG00000073965	942	0	0	0	0	0	0	0	0
ENSMUSG00000073966	1071	0	0	0	0	0	0	0	0
ENSMUSG00000073967	1057	0	0	0	0	0	0	0	0
ENSMUSG00000073968	2389	73	76	66	116	115	156	113	128
ENSMUSG00000073969	1023	0	0	0	0	0	0	0	0
ENSMUSG00000073970	948	0	0	0	0	0	0	0	0
ENSMUSG00000073971	954	0	0	0	0	0	0	0	0
ENSMUSG00000073972	981	0	0	0	0	0	0	0	0
ENSMUSG00000073973	954	0	0	0	0	0	0	0	0
ENSMUSG00000073974	1079	0	0	0	0	0	0	0	0
ENSMUSG00000073975	1038	0	0	0	0	0	0	0	0
ENSMUSG00000073976	1155	0	0	0	0	0	0	0	0
ENSMUSG00000073977	951	0	0	0	0	0	0	0	0
ENSMUSG00000073978	933	0	0	0	0	0	0	0	0
ENSMUSG00000073979	940	0	0	0	0	0	0	0	0
ENSMUSG00000073980	845	3	0	2	4	3	19	5	7
ENSMUSG00000073982	1356	1039	1572	1546	1806	2204	2484	1638	1552
ENSMUSG00000073985	609	0	0	0	0	0	0	0	0
ENSMUSG00000073987	1965	135	146	126	120	189	224	219	197
ENSMUSG00000073988	3488	9	10	11	6	2	1	2	5
ENSMUSG00000073991	1331	0	0	0	0	0	0	0	0
ENSMUSG00000073995	1706	0	0	1	0	0	0	0	0
ENSMUSG00000073997	967	0	0	0	0	0	0	0	0
ENSMUSG00000073998	951	0	0	0	0	0	0	0	0
ENSMUSG00000074001	2455	0	0	0	0	0	0	0	0
ENSMUSG00000074003	4102	0	0	0	0	0	0	0	0
ENSMUSG00000074004	2371	3	5	5	7	2	1	2	3
ENSMUSG00000074006	2144	12	27	17	25	14	21	13	7
ENSMUSG00000074011	1582	0	0	0	0	0	0	0	0
ENSMUSG00000074024	7303	19	20	14	3	13	44	21	31
ENSMUSG00000074026	165	71	92	90	123	89	108	64	67
ENSMUSG00000074028	1980	1	1	1	1	1	2	1	0
ENSMUSG00000074029	2509	0	0	0	0	0	0	0	0
ENSMUSG00000074030	7406	193	208	249	295	477	463	326	363
ENSMUSG00000074034	882	3	10	12	7	3	1	1	1
ENSMUSG00000074037	3638	28	17	24	38	3	6	4	4
ENSMUSG00000074039	3745	100	66	66	99	70	99	63	66
ENSMUSG00000074052	4071	8	11	10	7	2	4	4	2
ENSMUSG00000074059	1519	0	0	0	0	0	0	0	0
ENSMUSG00000074060	1495	0	0	0	0	0	0	0	0
ENSMUSG00000074061	3487	0	0	0	0	0	0	1	0
ENSMUSG00000074062	1801	0	0	0	0	0	0	0	0
ENSMUSG00000074063	2674	0	0	3	0	14	15	3	9
ENSMUSG00000074064	2968	64	80	46	87	184	231	157	149
ENSMUSG00000074065	1172	0	0	0	0	1	0	0	0
ENSMUSG00000074067	5495	0	0	0	0	0	0	0	0
ENSMUSG00000074071	7027	5014	5321	4893	5258	10923	14072	9947	10204
ENSMUSG00000074072	1332	0	0	0	0	0	0	0	0
ENSMUSG00000074088	3987	1951	2239	2508	2324	1431	1956	1476	1483
ENSMUSG00000074092	264	88	138	165	125	116	132	121	113
ENSMUSG00000074093	3561	19	22	23	15	5	5	2	7
ENSMUSG00000074102	6511	2179	2919	2728	2734	2940	3235	2304	2370
ENSMUSG00000074108	645	972	1024	1271	1147	460	516	388	483
ENSMUSG00000074109	4735	0	0	0	0	0	0	0	0
ENSMUSG00000074111	1110	0	0	0	0	0	0	0	0
ENSMUSG00000074113	2014	0	0	0	0	0	0	0	0
ENSMUSG00000074115	607	0	0	1	0	0	0	0	0
ENSMUSG00000074121	1962	0	0	2	0	0	1	0	0
ENSMUSG00000074123	1504	0	0	0	0	0	0	0	0
ENSMUSG00000074127	1081	3	1	2	3	4	3	4	5
ENSMUSG00000074128	494	0	0	0	0	0	0	0	0
ENSMUSG00000074129	1024	12126	19188	18162	19243	8238	10213	6629	6920
ENSMUSG00000074136	3824	75	71	74	88	106	115	80	86
ENSMUSG00000074139	1974	0	0	0	0	0	0	0	0
ENSMUSG00000074141	4080	7	20	16	23	12	18	5	9
ENSMUSG00000074146	3676	0	0	0	0	0	0	0	0
ENSMUSG00000074149	2464	0	0	0	0	0	0	0	0
ENSMUSG00000074151	7646	230	323	248	322	1281	1446	993	971
ENSMUSG00000074155	1336	0	0	0	0	0	0	0	0
ENSMUSG00000074156	1124	0	0	0	0	0	0	0	0
ENSMUSG00000074158	4995	112	116	65	62	117	151	99	118
ENSMUSG00000074164	4744	0	0	0	0	1	0	2	1
ENSMUSG00000074165	4346	338	291	226	211	434	555	473	473
ENSMUSG00000074166	6093	98	103	71	64	222	224	185	201
ENSMUSG00000074170	5263	9	18	20	17	111	252	95	163
ENSMUSG00000074171	477	0	0	0	0	0	0	0	0
ENSMUSG00000074178	905	0	0	2	0	2	0	2	0
ENSMUSG00000074179	1074	0	0	0	0	0	0	0	0
ENSMUSG00000074182	2657	448	462	508	537	163	209	156	174
ENSMUSG00000074183	956	0	0	0	0	0	0	0	0
ENSMUSG00000074184	288	1	2	1	1	4	2	1	1
ENSMUSG00000074194	1587	0	0	1	0	0	0	0	0
ENSMUSG00000074195	2997	0	0	0	0	0	0	0	0
ENSMUSG00000074196	3037	0	0	0	0	0	0	0	0
ENSMUSG00000074199	679	0	0	0	0	0	0	0	0
ENSMUSG00000074203	721	2	15	12	8	5	9	4	5
ENSMUSG00000074206	4468	0	0	0	0	0	0	0	0
ENSMUSG00000074207	2233	1	0	0	0	0	0	0	0
ENSMUSG00000074210	1733	12	10	4	10	4	18	6	9
ENSMUSG00000074211	2490	170	155	163	226	145	227	163	186
ENSMUSG00000074212	15741	148	181	151	142	314	324	240	331
ENSMUSG00000074213	1610	0	4	0	4	11	17	5	10
ENSMUSG00000074215	1577	16	14	16	19	45	38	21	25
ENSMUSG00000074217	1413	3	2	2	1	1	1	0	0
ENSMUSG00000074218	535	28	32	16	23	27	23	30	29
ENSMUSG00000074219	2798	19	17	7	11	41	45	43	41
ENSMUSG00000074220	2298	251	246	300	210	531	599	496	503
ENSMUSG00000074221	7354	544	567	725	527	331	354	263	343
ENSMUSG00000074224	9479	0	0	0	0	0	0	0	0
ENSMUSG00000074227	4556	1027	1574	1452	1607	1885	2514	1461	1618
ENSMUSG00000074228	1090	0	0	0	0	0	0	0	0
ENSMUSG00000074232	2036	0	0	0	1	0	0	0	0
ENSMUSG00000074235	4038	0	0	0	0	0	0	0	0
ENSMUSG00000074236	1320	88	121	96	150	200	259	175	155
ENSMUSG00000074237	1969	0	0	0	0	0	0	0	0
ENSMUSG00000074238	8763	1367	1538	1557	1410	1157	1365	971	1040
ENSMUSG00000074240	646	1	1	0	0	5	5	8	9
ENSMUSG00000074243	609	231	239	300	227	84	107	104	66
ENSMUSG00000074247	2846	861	1415	1286	1558	1450	1829	1129	1002
ENSMUSG00000074248	1128	0	0	0	0	0	0	0	0
ENSMUSG00000074250	1347	0	1	1	4	0	2	0	0
ENSMUSG00000074252	1633	10	30	36	19	10	10	7	9
ENSMUSG00000074254	1738	2	0	0	0	0	0	0	0
ENSMUSG00000074256	1397	0	2	5	3	5	1	1	1
ENSMUSG00000074259	6138	0	0	0	0	0	0	1	0
ENSMUSG00000074261	911	0	0	1	2	0	0	0	0
ENSMUSG00000074264	3446	32	42	21	18	62	75	52	68
ENSMUSG00000074268	3973	0	0	0	0	0	0	0	0
ENSMUSG00000074269	1277	0	0	0	0	1	1	0	4
ENSMUSG00000074272	5806	19	21	20	20	11	19	10	19
ENSMUSG00000074274	1071	0	0	0	0	0	1	0	2
ENSMUSG00000074277	3001	97	242	181	277	301	383	207	198
ENSMUSG00000074280	669	436	482	607	550	191	191	141	156
ENSMUSG00000074281	2439	3	1	2	7	15	6	13	11
ENSMUSG00000074282	3510	59	54	54	90	81	115	80	73
ENSMUSG00000074283	2932	131	133	114	107	127	157	108	138
ENSMUSG00000074284	1466	28	27	33	27	40	61	39	37
ENSMUSG00000074289	972	0	0	0	0	0	0	0	0
ENSMUSG00000074291	930	0	0	0	0	0	0	0	0
ENSMUSG00000074292	1203	0	0	0	0	0	0	0	0
ENSMUSG00000074300	1507	0	0	0	0	0	0	0	0
ENSMUSG00000074302	66	0	0	0	0	0	0	0	0
ENSMUSG00000074305	12351	413	497	430	391	733	743	580	602
ENSMUSG00000074311	1326	0	0	0	0	0	0	0	0
ENSMUSG00000074322	894	0	0	0	0	0	0	0	0
ENSMUSG00000074336	2537	0	0	0	0	0	0	0	0
ENSMUSG00000074340	3561	201	194	177	174	134	141	121	129
ENSMUSG00000074342	2865	98	81	70	121	132	130	128	181
ENSMUSG00000074343	841	0	0	0	0	0	0	0	0
ENSMUSG00000074344	2296	3	4	14	1	6	4	6	9
ENSMUSG00000074345	2225	0	0	0	0	0	0	0	0
ENSMUSG00000074346	1353	0	0	0	0	0	0	0	0
ENSMUSG00000074354	2647	0	0	1	0	0	0	0	0
ENSMUSG00000074355	3221	63	58	62	78	193	238	148	154
ENSMUSG00000074357	1665	3	3	4	13	9	9	6	8
ENSMUSG00000074358	2737	136	238	239	310	425	478	353	268
ENSMUSG00000074359	2179	0	0	0	0	0	0	0	0
ENSMUSG00000074361	3561	0	0	0	0	0	0	0	1
ENSMUSG00000074364	5100	1	2	3	1	1	4	0	0
ENSMUSG00000074365	2956	0	0	0	0	0	0	0	0
ENSMUSG00000074366	2136	0	0	0	0	0	0	0	0
ENSMUSG00000074369	1646	0	0	0	0	0	0	0	0
ENSMUSG00000074373	702	0	0	0	0	0	0	0	0
ENSMUSG00000074375	1012	0	0	0	0	0	0	0	0
ENSMUSG00000074377	983	0	0	0	0	0	0	0	0
ENSMUSG00000074378	822	0	0	0	0	0	0	0	0
ENSMUSG00000074384	1957	16	18	6	14	21	36	17	21
ENSMUSG00000074385	2203	0	0	0	0	1	0	0	1
ENSMUSG00000074388	891	1	0	0	0	0	0	0	0
ENSMUSG00000074397	1666	0	0	0	0	0	1	0	0
